total_transactions,query_name,total_customers,total_merchants,fraudulent_transactions,fraud_rate,montant_moyen,montant_min,montant_max,montant_total,category,nombre_transactions,volume_total,fraudulent_amount,merchant,gender,tranche_age,jour,transactions_frauduleuses,taux_fraude,customer,nombre_commercants,nombre_categories,id,step,age,zipcodeOri,zipMerchant,amount,fraud,zscore
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2113737065,,,99168.0,36.0,2,28007,28007,1032.72,1.0,5.86
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1080032135,,,26100.0,10.0,6,28007,28007,446.06,1.0,5.82
,anomalous_transactions,,,,,,,,,es_health,,,,M50039827,F,,,,,C1685492470,,,9577.0,3.0,2,28007,28007,1025.56,1.0,5.81
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C806399525,,,146683.0,51.0,2,28007,28007,1025.4,1.0,5.81
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1957046981,,,522431.0,160.0,5,28007,28007,1024.87,1.0,5.81
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1001065306,,,383481.0,122.0,1,28007,28007,1024.36,1.0,5.8
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1715338428,,,24117.0,9.0,2,28007,28007,1022.83,1.0,5.79
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C766302474,,,481307.0,149.0,4,28007,28007,444.18,1.0,5.79
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1490935984,,,130966.0,46.0,4,28007,28007,443.86,1.0,5.78
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1175850429,,,44419.0,17.0,4,28007,28007,1021.5,1.0,5.78
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C111678629,,,368336.0,118.0,4,28007,28007,1018.29,1.0,5.76
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1134229140,,,80585.0,30.0,3,28007,28007,1017.54,1.0,5.76
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C1019678929,,,343575.0,111.0,4,28007,28007,851.65,1.0,5.75
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1454826238,,,489913.0,151.0,2,28007,28007,307.63,1.0,5.75
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C1817318774,,,351929.0,113.0,2,28007,28007,440.71,1.0,5.74
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1994178184,,,205111.0,70.0,4,28007,28007,1014.14,1.0,5.74
,anomalous_transactions,,,,,,,,,es_health,,,,M50039827,F,,,,,C764316727,,,294473.0,97.0,5,28007,28007,1013.69,1.0,5.73
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1864768620,,,559360.0,170.0,2,28007,28007,1013.23,1.0,5.73
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C446179646,,,7584.0,3.0,5,28007,28007,848.4,1.0,5.73
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C928481238,,,533200.0,163.0,2,28007,28007,439.69,1.0,5.72
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C371517012,,,256170.0,85.0,2,28007,28007,1011.37,1.0,5.72
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,M,,,,,C16723337,,,481193.0,149.0,4,28007,28007,439.35,1.0,5.72
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C605859862,,,15177.0,6.0,5,28007,28007,306.04,1.0,5.71
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C515668508,,,31551.0,12.0,3,28007,28007,1008.56,1.0,5.7
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,M,,,,,C1317710133,,,150144.0,53.0,3,28007,28007,438.27,1.0,5.7
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C616715154,,,464538.0,144.0,2,28007,28007,305.46,1.0,5.7
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C806399525,,,128058.0,45.0,2,28007,28007,1008.02,1.0,5.7
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C402571153,,,109297.0,39.0,4,28007,28007,305.25,1.0,5.69
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,M,,,,,C553434543,,,12637.0,5.0,2,28007,28007,261.99,1.0,5.69
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C371517012,,,255320.0,85.0,2,28007,28007,1006.88,1.0,5.69
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,M,,,,,C1001065306,,,299959.0,98.0,1,28007,28007,1260.94,1.0,5.69
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1334695551,,,18149.0,7.0,2,28007,28007,437.38,1.0,5.69
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C187514477,,,386376.0,123.0,3,28007,28007,436.48,1.0,5.67
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1344489848,,,514542.0,158.0,4,28007,28007,1004.06,1.0,5.67
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1685492470,,,224406.0,76.0,2,28007,28007,303.88,1.0,5.66
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1259389151,,,471666.0,146.0,3,28007,28007,1002.59,1.0,5.66
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C946935568,,,511100.0,157.0,4,28007,28007,1002.33,1.0,5.66
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C1957046981,,,409334.0,129.0,5,28007,28007,435.33,1.0,5.65
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1817318774,,,271032.0,90.0,2,28007,28007,303.07,1.0,5.65
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,M,,,,,C2109575612,,,12636.0,5.0,5,28007,28007,259.75,1.0,5.63
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1490048317,,,1482.0,0.0,6,28007,28007,432.27,1.0,5.61
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C245117318,,,522194.0,160.0,3,28007,28007,432.05,1.0,5.6
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C1452053500,,,468396.0,145.0,3,28007,28007,376.22,1.0,5.6
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1870872671,,,579972.0,176.0,2,28007,28007,431.3,1.0,5.59
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C725705195,,,297723.0,97.0,1,28007,28007,992.03,1.0,5.59
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C649077628,,,499164.0,154.0,3,28007,28007,989.96,1.0,5.58
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1455309687,,,375769.0,120.0,4,28007,28007,299.88,1.0,5.58
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C374616385,,,529510.0,162.0,1,28007,28007,989.2,1.0,5.57
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C617723960,,,95420.0,35.0,4,28007,28007,299.64,1.0,5.57
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1496962993,,,514635.0,158.0,5,28007,28007,987.28,1.0,5.56
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1334045764,,,393711.0,125.0,3,28007,28007,428.55,1.0,5.55
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C617723960,,,265580.0,88.0,4,28007,28007,428.17,1.0,5.54
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1490935984,,,425300.0,134.0,4,28007,28007,983.98,1.0,5.54
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1464489812,,,46598.0,17.0,4,28007,28007,977.76,1.0,5.5
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,M,,,,,C1506066038,,,240241.0,81.0,5,28007,28007,370.58,1.0,5.5
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1468001998,,,415851.0,131.0,3,28007,28007,424.58,1.0,5.49
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C245117318,,,488298.0,151.0,3,28007,28007,424.55,1.0,5.49
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C27106217,,,406679.0,128.0,2,28007,28007,975.26,1.0,5.48
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1748431652,M,,,,,C1736605496,,,10323.0,4.0,4,28007,28007,423.5,1.0,5.47
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C660475396,,,514543.0,158.0,5,28007,28007,973.17,1.0,5.47
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M78078399,M,,,,,C1781953799,,,428773.0,135.0,5,28007,28007,422.62,1.0,5.46
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,E,,,,,C2075935351,,,307901.0,100.0,U,28007,28007,1215.63,1.0,5.45
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C2004941826,,,50552.0,19.0,2,28007,28007,293.82,1.0,5.44
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1978250683,,,325728.0,106.0,3,28007,28007,293.71,1.0,5.44
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1748431652,F,,,,,C1450140987,,,577327.0,175.0,4,28007,28007,420.77,1.0,5.43
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,M,,,,,C283266984,,,77638.0,29.0,4,28007,28007,810.77,1.0,5.43
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C142595093,,,367402.0,117.0,1,28007,28007,967.32,1.0,5.43
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M857378720,F,,,,,C813347783,,,496276.0,153.0,1,28007,28007,1429.04,1.0,5.43
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C660232446,,,322311.0,105.0,4,28007,28007,809.55,1.0,5.42
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C587299231,,,101144.0,37.0,2,28007,28007,964.91,1.0,5.41
,anomalous_transactions,,,,,,,,,es_health,,,,M50039827,F,,,,,C515668508,,,193000.0,66.0,3,28007,28007,963.86,1.0,5.41
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,M,,,,,C322786133,,,511342.0,157.0,1,28007,28007,418.52,1.0,5.4
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1124718683,,,587479.0,178.0,0,28007,28007,416.56,1.0,5.37
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C1978250683,,,338533.0,109.0,3,28007,28007,363.02,1.0,5.36
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1817318774,,,146736.0,51.0,2,28007,28007,289.73,1.0,5.35
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C656901929,,,131514.0,47.0,4,28007,28007,955.37,1.0,5.35
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1748431652,F,,,,,C1079254393,,,6057.0,2.0,1,28007,28007,415.19,1.0,5.35
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1338396147,,,23945.0,9.0,1,28007,28007,415.09,1.0,5.34
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1299745394,,,483850.0,150.0,2,28007,28007,954.07,1.0,5.34
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C1460082550,,,345796.0,111.0,6,28007,28007,360.99,1.0,5.32
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1350963410,,,415538.0,131.0,5,28007,28007,950.14,1.0,5.32
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1994736634,,,190315.0,65.0,4,28007,28007,412.82,1.0,5.31
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,M,,,,,C369805136,,,218319.0,74.0,4,28007,28007,1187.12,1.0,5.3
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C2084566155,,,424571.0,133.0,2,28007,28007,359.04,1.0,5.29
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1524019070,,,301221.0,98.0,3,28007,28007,945.29,1.0,5.29
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M78078399,M,,,,,C1464489812,,,145805.0,51.0,4,28007,28007,411.14,1.0,5.28
,anomalous_transactions,,,,,,,,,es_health,,,,M50039827,M,,,,,C253956131,,,435383.0,136.0,6,28007,28007,944.1,1.0,5.28
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C483912131,,,519552.0,159.0,2,28007,28007,943.79,1.0,5.28
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C1204780618,,,360301.0,115.0,4,28007,28007,285.97,1.0,5.27
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1175850429,,,174504.0,60.0,4,28007,28007,942.45,1.0,5.27
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C156263401,,,95419.0,35.0,4,28007,28007,285.73,1.0,5.27
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C546697817,,,551431.0,168.0,5,28007,28007,285.38,1.0,5.26
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2004941826,,,488850.0,151.0,2,28007,28007,940.19,1.0,5.25
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1175850429,,,280174.0,92.0,4,28007,28007,408.44,1.0,5.24
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1454671890,,,388147.0,123.0,5,28007,28007,937.28,1.0,5.23
,anomalous_transactions,,,,,,,,,es_otherservices,,,,M1888755466,M,,,,,C218446443,,,93557.0,34.0,2,28007,28007,964.3,1.0,5.23
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1275518867,,,185821.0,64.0,5,28007,28007,935.51,1.0,5.22
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C44857022,,,193781.0,66.0,4,28007,28007,783.96,1.0,5.22
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1896850232,,,240192.0,81.0,2,28007,28007,934.93,1.0,5.22
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C1214929092,,,334648.0,108.0,3,28007,28007,283.31,1.0,5.21
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C436675602,,,2966.0,1.0,2,28007,28007,933.69,1.0,5.21
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1352750459,,,592999.0,179.0,6,28007,28007,933.41,1.0,5.21
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,M,,,,,C846889180,,,329837.0,107.0,5,28007,28007,354.47,1.0,5.21
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,M,,,,,C553434543,,,36723.0,14.0,2,28007,28007,781.61,1.0,5.2
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1903013338,,,415604.0,131.0,3,28007,28007,932.19,1.0,5.2
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C422403315,,,4974.0,2.0,0,28007,28007,1167.18,1.0,5.2
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1341662543,,,29924.0,11.0,3,28007,28007,118.07,0.0,5.2
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C809005315,,,74215.0,27.0,2,28007,28007,404.74,1.0,5.19
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1748431652,M,,,,,C1744858817,,,42893.0,16.0,6,28007,28007,404.65,1.0,5.19
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,M,,,,,C1348847019,,,222271.0,75.0,3,28007,28007,778.84,1.0,5.18
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C1744858817,,,255620.0,85.0,6,28007,28007,281.67,1.0,5.18
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1175850429,,,101525.0,37.0,4,28007,28007,926.06,1.0,5.16
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1849046345,,,130507.0,46.0,4,28007,28007,925.48,1.0,5.16
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1791014902,,,56353.0,21.0,4,28007,28007,402.13,1.0,5.15
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C460167545,,,495249.0,153.0,5,28007,28007,923.41,1.0,5.14
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C995844287,,,34496.0,13.0,5,28007,28007,401.78,1.0,5.14
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C916694479,,,204960.0,70.0,4,28007,28007,280.0,1.0,5.14
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C910454738,,,231881.0,78.0,4,28007,28007,773.44,1.0,5.14
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1122303126,,,554093.0,169.0,4,28007,28007,400.97,1.0,5.13
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,M,,,,,C1175850429,,,522201.0,160.0,4,28007,28007,400.94,1.0,5.13
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1496962993,,,236186.0,79.0,5,28007,28007,919.71,1.0,5.12
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C1038879380,,,170457.0,59.0,2,28007,28007,1151.77,1.0,5.12
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1186894186,,,380978.0,121.0,2,28007,28007,918.06,1.0,5.11
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C722922832,,,567121.0,172.0,2,28007,28007,917.98,1.0,5.11
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,F,,,,,C1720679886,,,231750.0,78.0,2,28007,28007,239.59,1.0,5.11
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1464489812,,,60556.0,23.0,4,28007,28007,399.49,1.0,5.11
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C799349963,,,198736.0,68.0,3,28007,28007,915.32,1.0,5.09
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C2017390387,,,580505.0,176.0,1,28007,28007,767.11,1.0,5.09
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C1978250683,,,71859.0,27.0,3,28007,28007,347.73,1.0,5.08
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,F,,,,,C1079254393,,,29909.0,11.0,1,28007,28007,238.37,1.0,5.08
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C2113737065,,,505121.0,155.0,2,28007,28007,397.08,1.0,5.07
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C430579454,,,39082.0,15.0,4,28007,28007,276.69,1.0,5.07
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1685492470,,,342724.0,110.0,2,28007,28007,395.92,1.0,5.05
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C706599076,,,168498.0,58.0,2,28007,28007,275.77,1.0,5.05
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1079254393,,,2414.0,0.0,1,28007,28007,908.5,1.0,5.05
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C447271561,,,324257.0,105.0,3,28007,28007,908.41,1.0,5.05
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C231476583,,,518215.0,159.0,1,28007,28007,908.34,1.0,5.05
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,M,,,,,C369566106,,,240240.0,81.0,4,28007,28007,345.43,1.0,5.04
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1791524453,,,48408.0,18.0,2,28007,28007,907.57,1.0,5.04
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C893911190,,,588942.0,178.0,3,28007,28007,115.26,0.0,5.04
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C2002713196,,,344414.0,111.0,2,28007,28007,906.96,1.0,5.04
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1001065306,,,100312.0,36.0,1,28007,28007,906.87,1.0,5.04
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1700550154,,,201085.0,69.0,6,28007,28007,906.51,1.0,5.03
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1733778992,,,464914.0,144.0,2,28007,28007,906.34,1.0,5.03
,anomalous_transactions,,,,,,,,,es_home,,,,M923029380,F,,,,,C1350963410,,,257676.0,86.0,5,28007,28007,1134.03,1.0,5.03
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1079254393,,,3074.0,1.0,1,28007,28007,905.54,1.0,5.03
,anomalous_transactions,,,,,,,,,es_health,,,,M692898500,F,,,,,C395414939,,,159352.0,56.0,2,28007,28007,904.51,1.0,5.02
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,M,,,,,C394469483,,,431854.0,135.0,3,28007,28007,393.71,1.0,5.02
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1560904250,,,151244.0,53.0,5,28007,28007,904.07,1.0,5.02
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,M,,,,,C1017941602,,,591438.0,179.0,5,28007,28007,1132.01,1.0,5.02
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1173530601,,,533201.0,163.0,2,28007,28007,393.62,1.0,5.02
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1275518867,,,110239.0,40.0,5,28007,28007,903.76,1.0,5.02
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C577335130,,,276265.0,91.0,4,28007,28007,903.19,1.0,5.01
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2113737065,,,112800.0,40.0,2,28007,28007,902.89,1.0,5.01
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M78078399,F,,,,,C1468001998,,,394122.0,125.0,3,28007,28007,393.13,1.0,5.01
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2113737065,,,548242.0,167.0,2,28007,28007,902.56,1.0,5.01
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1647495093,,,348992.0,112.0,3,28007,28007,899.69,1.0,4.99
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1237248073,,,279227.0,92.0,3,28007,28007,391.24,1.0,4.98
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1338125837,,,3863.0,1.0,3,28007,28007,896.93,1.0,4.97
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C2130871815,,,253340.0,84.0,4,28007,28007,114.03,0.0,4.97
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1572610482,,,12467.0,5.0,3,28007,28007,390.28,1.0,4.97
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C537423962,,,106239.0,38.0,3,28007,28007,390.07,1.0,4.96
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C430579454,,,73567.0,27.0,4,28007,28007,895.47,1.0,4.96
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,F,,,,,C910454738,,,200124.0,68.0,4,28007,28007,233.72,1.0,4.95
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C828968085,,,185938.0,64.0,1,28007,28007,1119.3,1.0,4.95
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,M,,,,,C665247956,,,223813.0,76.0,4,28007,28007,749.53,1.0,4.95
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C183270065,,,110563.0,40.0,0,28007,28007,340.2,1.0,4.95
,anomalous_transactions,,,,,,,,,es_fashion,,,,M547558035,F,,,,,C74966273,,,514541.0,158.0,2,28007,28007,340.16,1.0,4.95
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C655866157,,,89435.0,33.0,5,28007,28007,271.02,1.0,4.94
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1776310825,,,328909.0,106.0,4,28007,28007,113.57,0.0,4.94
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M78078399,M,,,,,C1195893546,,,98842.0,36.0,5,28007,28007,388.01,1.0,4.93
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C430016376,,,524752.0,161.0,3,28007,28007,889.8,1.0,4.92
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,F,,,,,C515668508,,,17654.0,7.0,3,28007,28007,232.54,1.0,4.92
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,M,,,,,C359668643,,,385776.0,123.0,2,28007,28007,744.23,1.0,4.91
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C931370744,,,106732.0,38.0,2,28007,28007,886.7,1.0,4.9
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,M,,,,,C912671040,,,369457.0,118.0,1,28007,28007,1110.23,1.0,4.9
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1572610482,,,155013.0,54.0,3,28007,28007,886.25,1.0,4.9
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1312615175,,,334649.0,108.0,4,28007,28007,269.08,1.0,4.9
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1769927077,,,92993.0,34.0,2,28007,28007,885.85,1.0,4.9
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1464489812,,,98978.0,36.0,4,28007,28007,885.57,1.0,4.9
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C132392875,,,445150.0,139.0,4,28007,28007,112.75,0.0,4.89
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C811312110,,,128601.0,46.0,3,28007,28007,1108.43,1.0,4.89
