step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,anomaly_type
67,C1826105311,3,F,M151143676,es_barsandrestaurants,201.22,1,4.107881957031694,montant_élevé
54,C521436442,3,F,M348934600,es_transportation,98.92,0,4.105563399938877,montant_élevé
166,C85142763,4,M,M480139044,es_health,764.43,1,4.105546468861965,montant_élevé
106,C1350963410,5,F,M480139044,es_health,764.34,1,4.104958851003896,montant_élevé
13,C848293063,5,F,M348934600,es_transportation,98.9,0,4.104422360482291,montant_élevé
120,C915430510,2,F,M348934600,es_transportation,98.89,0,4.103851840753998,montant_élevé
70,C1213002113,1,F,M348934600,es_transportation,98.85,0,4.101569761840826,montant_élevé
114,C2001183195,2,M,M1823072687,es_transportation,98.83,0,4.1004287223842395,montant_élevé
77,C1789457872,2,F,M1535107174,es_wellnessandbeauty,333.57,1,4.09820002810912,montant_élevé
19,C401828466,3,M,M348934600,es_transportation,98.79,0,4.098146643471068,montant_élevé
169,C413065793,2,F,M151143676,es_barsandrestaurants,200.69,1,4.094081301439149,montant_élevé
54,C694574500,6,M,M1823072687,es_transportation,98.67,0,4.091300406731551,montant_élevé
29,C1163388474,2,F,M2122776122,es_home,953.85,1,4.090951478252841,montant_élevé
99,C958780730,4,M,M1823072687,es_transportation,98.65,0,4.090159367274966,montant_élevé
106,C103240070,2,F,M78078399,es_wellnessandbeauty,333.01,1,4.089638502818662,montant_élevé
145,C1375316332,1,F,M348934600,es_transportation,98.64,0,4.089588847546672,montant_élevé
129,C748358246,2,M,M1741626453,es_sportsandtoys,1097.59,1,4.0889553102531515,montant_élevé
138,C483912131,2,F,M1535107174,es_wellnessandbeauty,332.81,1,4.086580815214928,montant_élevé
14,C190398591,6,M,M1823072687,es_transportation,98.57,0,4.085595209448621,montant_élevé
114,C1088464518,2,F,M348934600,es_transportation,98.56,0,4.085024689720329,montant_élevé
140,C1076110991,2,M,M840466850,es_tech,639.88,1,4.084642133430672,montant_élevé
174,C1838494462,2,F,M1823072687,es_transportation,98.53,0,4.0833131305354495,montant_élevé
32,C264736518,4,F,M923029380,es_home,952.31,1,4.082958288831491,montant_élevé
76,C910454738,4,F,M209847108,es_wellnessandbeauty,332.54,1,4.082452936949886,montant_élevé
164,C1517749848,2,F,M1823072687,es_transportation,98.51,0,4.0821720910788635,montant_élevé
34,C345640256,4,F,M348934600,es_transportation,98.5,0,4.0816015713505704,montant_élevé
177,C1150646122,3,M,M1823072687,es_transportation,98.46,0,4.079319492437397,montant_élevé
142,C983659750,2,M,M1823072687,es_transportation,98.41,0,4.076466893795933,montant_élevé
14,C359668643,2,M,M348934600,es_transportation,98.4,0,4.07589637406764,montant_élevé
124,C221508235,2,F,M1823072687,es_transportation,98.39,0,4.075325854339347,montant_élevé
130,C475624028,2,M,M1888755466,es_otherservices,782.17,1,4.074272400648717,montant_élevé
0,C1214229415,4,F,M348934600,es_transportation,98.35,0,4.073043775426175,montant_élevé
84,C440694138,2,F,M855959430,es_hyper,231.39,1,4.071714074565795,montant_élevé
166,C963460752,3,M,M85975013,es_food,138.85,0,4.071351640035468,montant_élevé
27,C74966273,2,F,M480139044,es_health,759.18,1,4.071268760474605,montant_élevé
33,C2055156879,3,F,M2122776122,es_home,949.49,1,4.068321409501486,montant_élevé
72,C156263401,4,F,M840466850,es_tech,637.26,1,4.064019467870722,montant_élevé
113,C474847450,2,M,M480139044,es_health,757.98,1,4.063433855700352,montant_élevé
40,C811312110,3,F,M480139044,es_health,757.85,1,4.0625850743498075,montant_élevé
109,C1490935984,4,F,M480139044,es_health,757.77,1,4.062062747364857,montant_élevé
36,C1860405125,1,F,M480139044,es_health,757.12,1,4.0578188406121365,montant_élevé
21,C1882920635,2,M,M348934600,es_transportation,98.06,0,4.056498703305678,montant_élevé
143,C864252220,3,F,M1535107174,es_wellnessandbeauty,330.76,1,4.055239517276645,montant_élevé
116,C831905583,3,M,M480139044,es_health,756.03,1,4.050702135442189,montant_élevé
141,C1423644375,2,M,M1823072687,es_transportation,97.94,0,4.049652466566162,montant_élevé
119,C1255221015,3,F,M1888755466,es_otherservices,778.07,1,4.048425557534291,montant_élevé
59,C719332132,2,F,M348934600,es_transportation,97.91,0,4.047940907381283,montant_élevé
126,C1806256044,3,M,M85975013,es_food,138.26,0,4.047750667119031,montant_élevé
79,C2128263275,2,M,M480139044,es_health,755.54,1,4.047502882659369,montant_élevé
46,C811312110,3,F,M480139044,es_health,755.53,1,4.047437591786251,montant_élevé
136,C952397244,4,M,M1823072687,es_transportation,97.84,0,4.0439472692832314,montant_élevé
59,C186516178,3,F,M1873032707,es_hotelservices,1117.53,1,4.0437860193443065,montant_élevé
20,C481773197,4,F,M348934600,es_transportation,97.82,0,4.042806229826645,montant_élevé
141,C1237476993,1,M,M547558035,es_fashion,289.92,1,4.041481567658423,montant_élevé
177,C903741897,2,F,M1198415165,es_wellnessandbeauty,329.55,1,4.036740507274049,montant_élevé
59,C823141445,1,F,M348934600,es_transportation,97.7,0,4.035959993087129,montant_élevé
107,C1268275182,1,M,M1823072687,es_transportation,97.68,0,4.034818953630544,montant_élevé
144,C486343841,3,M,M85975013,es_food,137.93,0,4.034550122945431,montant_élevé
95,C2113737065,2,F,M480139044,es_health,753.48,1,4.034052962796901,montant_élevé
51,C341886098,5,M,M1823072687,es_transportation,97.66,0,4.033677914173957,montant_élevé
66,C1422393615,2,M,M85975013,es_food,137.9,0,4.033350073475104,montant_élevé
65,C1903856065,1,M,M1823072687,es_transportation,97.64,0,4.032536874717371,montant_élevé
147,C1537903478,4,M,M348934600,es_transportation,97.63,0,4.031966354989078,montant_élevé
39,C432013067,1,M,M1823072687,es_transportation,97.62,0,4.031395835260786,montant_élevé
153,C1825950751,4,F,M1823072687,es_transportation,97.61,0,4.030825315532492,montant_élevé
1,C1143401925,1,F,M1535107174,es_wellnessandbeauty,329.13,1,4.030319363306206,montant_élevé
69,C1764447156,3,F,M348934600,es_transportation,97.58,0,4.029113756347613,montant_élevé
123,C1928842916,2,M,M209847108,es_wellnessandbeauty,329.05,1,4.029096288264712,montant_élevé
129,C678324895,3,F,M547558035,es_fashion,289.22,1,4.028866206499327,montant_élevé
57,C1189367947,2,M,M1823072687,es_transportation,97.57,0,4.02854323661932,montant_élevé
107,C587299231,2,F,M480139044,es_health,752.57,1,4.028111493343093,montant_élevé
169,C388262831,2,F,M1823072687,es_transportation,97.56,0,4.0279727168910275,montant_élevé
166,C1736605496,4,M,M1823072687,es_transportation,97.56,0,4.0279727168910275,montant_élevé
70,C360122873,2,F,M480139044,es_health,752.4,1,4.027001548500072,montant_élevé
29,C1541237057,2,F,M480139044,es_health,752.1,1,4.025042822306509,montant_élevé
115,C1029994689,3,M,M1823072687,es_transportation,97.5,0,4.024549598521269,montant_élevé
58,C1175419672,2,M,M151143676,es_barsandrestaurants,197.97,1,4.023255295379297,montant_élevé
38,C1181615831,3,M,M855959430,es_hyper,229.14,1,4.022305286457232,montant_élevé
63,C1189224644,2,M,M1823072687,es_transportation,97.44,0,4.021126480151511,montant_élevé
115,C597262762,3,F,M1823072687,es_transportation,97.43,0,4.020555960423218,montant_élevé
162,C686064678,2,F,M85975013,es_food,137.58,0,4.020549545791613,montant_élevé
75,C1228152586,1,F,M348934600,es_transportation,97.41,0,4.019414920966632,montant_élevé
41,C218446443,2,M,M840466850,es_tech,630.86,1,4.013643490930384,montant_élevé
79,C1928005021,1,F,M1198415165,es_wellnessandbeauty,328.03,1,4.0135020814856635,montant_élevé
137,C2004941826,2,F,M151143676,es_barsandrestaurants,197.53,1,4.011798147340204,montant_élevé
81,C131682780,2,F,M1823072687,es_transportation,97.26,0,4.010857125042237,montant_élevé
71,C1158738757,3,M,M1823072687,es_transportation,97.26,0,4.010857125042237,montant_élevé
166,C1070277785,4,F,M1823072687,es_transportation,97.24,0,4.009716085585651,montant_élevé
107,C483912131,2,F,M480139044,es_health,749.57,1,4.008524231407458,montant_élevé
124,C233539413,2,F,M348934600,es_transportation,97.18,0,4.006292967215893,montant_élevé
167,C2051145244,5,M,M1198415165,es_wellnessandbeauty,327.48,1,4.0050934405753935,montant_élevé
27,C1857263556,1,F,M348934600,es_transportation,97.15,0,4.004581408031014,montant_élevé
107,C1350963410,5,F,M2122776122,es_home,937.14,1,4.00422018264845,montant_élevé
2,C309177915,3,M,M980657600,es_sportsandtoys,1079.27,1,4.004011656043457,montant_élevé
82,C1604376835,1,F,M348934600,es_transportation,97.14,0,4.00401088830272,montant_élevé
153,C1884342559,2,F,M1823072687,es_transportation,97.11,0,4.002299329117841,montant_élevé
60,C928090253,3,M,M151143676,es_barsandrestaurants,197.14,1,4.0016429479419156,montant_élevé
56,C85142763,4,M,M480139044,es_health,748.51,1,4.001603398856867,montant_élevé
150,C2002713196,2,M,M980657600,es_sportsandtoys,1078.75,1,4.001600591622658,montant_élevé
133,C882083718,3,M,M855959430,es_hyper,228.15,1,4.000565419689465,montant_élevé
122,C39858251,5,F,M348934600,es_transportation,97.07,0,4.000017250204669,montant_élevé
158,C296571542,2,F,M348934600,es_transportation,97.03,0,3.9977351712914975,montant_élevé
62,C1517707344,2,M,M1198415165,es_wellnessandbeauty,326.82,1,3.995003071483068,montant_élevé
51,C1327677398,2,M,M348934600,es_transportation,96.97,0,3.9943120529217393,montant_élevé
126,C1368210201,2,F,M480139044,es_health,747.39,1,3.9942908210675636,montant_élevé
13,C834963773,5,F,M480139044,es_health,747.24,1,3.9933114579707825,montant_élevé
6,C1572610482,3,F,M840466850,es_tech,627.98,1,3.990974301307232,montant_élevé
104,C483912131,2,F,M1198415165,es_wellnessandbeauty,326.55,1,3.990875193218026,montant_élevé
88,C777863522,5,F,M1823072687,es_transportation,96.88,0,3.989177375367102,montant_élevé
168,C1494829095,3,F,M1198415165,es_wellnessandbeauty,326.42,1,3.9888876962755986,montant_élevé
51,C260437492,3,F,M348934600,es_transportation,96.87,0,3.9886068556388095,montant_élevé
103,C1273110804,4,M,M1823072687,es_transportation,96.83,0,3.9863247767256373,montant_élevé
37,C1478081031,4,F,M1823072687,es_transportation,96.82,0,3.985754256997344,montant_élevé
29,C1750881279,4,F,M480139044,es_health,745.79,1,3.983844281368559,montant_élevé
88,C251449240,3,F,M855959430,es_hyper,227.35,1,3.982997850584198,montant_élevé
162,C620551378,2,F,M1313686961,es_contents,176.54,0,3.9810198813948627,montant_élevé
57,C1350963410,5,F,M547558035,es_fashion,286.56,1,3.9809278340947607,montant_élevé
6,C834739424,3,F,M1823072687,es_transportation,96.73,0,3.9806195794427075,montant_élevé
27,C2006367089,6,F,M1823072687,es_transportation,96.72,0,3.980049059714414,montant_élevé
69,C910454738,4,F,M855959430,es_hyper,227.19,1,3.9794843367631447,montant_élevé
30,C1827713539,4,M,M348934600,es_transportation,96.7,0,3.9789080202578284,montant_élevé
29,C2027325203,5,F,M480139044,es_health,744.9,1,3.9780333936609877,montant_élevé
132,C1321173882,2,F,M1823072687,es_transportation,96.67,0,3.9771964610729493,montant_élevé
131,C546386486,3,F,M78078399,es_wellnessandbeauty,325.58,1,3.9760454083399117,montant_élevé
91,C961154945,3,M,M480139044,es_health,744.56,1,3.975813503974949,montant_élevé
168,C344209010,5,F,M348934600,es_transportation,96.64,0,3.9754849018880702,montant_élevé
74,C200511130,2,M,M1823072687,es_transportation,96.63,0,3.9749143821597768,montant_élevé
163,C211657450,1,F,M1198415165,es_wellnessandbeauty,325.32,1,3.9720704144550565,montant_élevé
120,C1018653381,2,F,M1823072687,es_transportation,96.56,0,3.970920744061726,montant_élevé
25,C1849046345,4,F,M1873032707,es_hotelservices,1100.9,1,3.9700421878367065,montant_élevé
154,C207575907,6,M,M1823072687,es_transportation,96.54,0,3.9697797046051404,montant_élevé
45,C711859898,3,F,M1823072687,es_transportation,96.51,0,3.9680681454202613,montant_élevé
2,C576436654,6,F,M151143676,es_barsandrestaurants,195.81,1,3.9670111140964734,montant_élevé
142,C1014783484,1,F,M1823072687,es_transportation,96.49,0,3.966927105963675,montant_élevé
72,C1476505660,1,F,M480139044,es_health,743.14,1,3.9665421999920825,montant_élevé
113,C510046708,6,F,M1823072687,es_transportation,96.46,0,3.9652155467787953,montant_élevé
121,C1923945958,2,M,M855959430,es_hyper,226.39,1,3.9619167676578773,montant_élevé
26,C417912401,3,F,M1823072687,es_transportation,96.4,0,3.961792428409038,montant_élevé
149,C1936493073,3,F,M1823072687,es_transportation,96.38,0,3.9606513889524515,montant_élevé
15,C567616900,4,M,M1823072687,es_transportation,96.38,0,3.9606513889524515,montant_élevé
114,C1839662768,3,F,M209847108,es_wellnessandbeauty,324.55,1,3.960298317180677,montant_élevé
97,C1089789227,2,F,M1823072687,es_transportation,96.37,0,3.960080869224159,montant_élevé
152,C119537158,4,F,M1823072687,es_transportation,96.37,0,3.960080869224159,montant_élevé
138,C1394467199,3,M,M480139044,es_health,741.99,1,3.9590337495834227,montant_élevé
77,C1404665203,1,F,M840466850,es_tech,623.92,1,3.959017040935705,montant_élevé
63,C2113737065,2,F,M980657600,es_sportsandtoys,1069.43,1,3.95838689854218,montant_élevé
56,C1466730207,4,F,M1823072687,es_transportation,96.34,0,3.95836931003928,montant_élevé
131,C483912131,2,F,M480139044,es_health,741.8,1,3.9577932229941655,montant_élevé
25,C484067548,5,M,M78078399,es_wellnessandbeauty,324.25,1,3.9557117857750748,montant_élevé
63,C1459810780,2,F,M1823072687,es_transportation,96.23,0,3.952093593028057,montant_élevé
164,C1072166767,3,F,M1823072687,es_transportation,96.23,0,3.952093593028057,montant_élevé
92,C978637475,2,F,M348934600,es_transportation,96.21,0,3.95095255357147,montant_élevé
77,C56859969,6,F,M547558035,es_fashion,284.79,1,3.9490289923067605,montant_élevé
156,C1179217322,5,F,M480139044,es_health,740.27,1,3.9478037194069926,montant_élevé
43,C1216867117,4,F,M1823072687,es_transportation,96.14,0,3.9469589154734197,montant_élevé
105,C1420354861,2,F,M1823072687,es_transportation,96.14,0,3.9469589154734197,montant_élevé
162,C1242770016,4,M,M348934600,es_transportation,96.02,0,3.940112678733903,montant_élevé
165,C767740583,2,F,M1823072687,es_transportation,95.99,0,3.938401119549024,montant_élevé
44,C806399525,2,F,M855959430,es_hyper,225.31,1,3.9382005493657677,montant_élevé
139,C2073207955,3,M,M348934600,es_transportation,95.98,0,3.9378305998207317,montant_élevé
107,C576597517,3,F,M1198415165,es_wellnessandbeauty,322.85,1,3.934307972548931,montant_élevé
136,C846596637,2,M,M855959430,es_hyper,225.07,1,3.932930278634187,montant_élevé
62,C229665572,5,F,M348934600,es_transportation,95.89,0,3.9326959222660944,montant_élevé
124,C1899061870,3,F,M348934600,es_transportation,95.88,0,3.932125402537801,montant_élevé
127,C577335130,4,M,M980657600,es_sportsandtoys,1063.75,1,3.9320506564072963,montant_élevé
175,C806943770,4,F,M1535107174,es_wellnessandbeauty,322.59,1,3.930332978664075,montant_élevé
116,C910454738,4,F,M480139044,es_health,737.51,1,3.9297834384262096,montant_élevé
77,C931370744,2,F,M547558035,es_fashion,283.58,1,3.9272224394460364,montant_élevé
52,C1082462651,3,F,M85975013,es_food,135.22,0,3.9261456541258632,montant_élevé
61,C1341159565,2,F,M348934600,es_transportation,95.75,0,3.924708646069992,montant_élevé
67,C1690793519,2,F,M1823072687,es_transportation,95.74,0,3.9241381263416986,montant_élevé
137,C1023803355,4,M,M1823072687,es_transportation,95.71,0,3.9224265671568195,montant_élevé
44,C485578112,3,F,M348934600,es_transportation,95.71,0,3.9224265671568195,montant_élevé
98,C409740988,5,M,M1823072687,es_transportation,95.7,0,3.9218560474285273,montant_élevé
171,C638119430,4,F,M348934600,es_transportation,95.65,0,3.919003448787062,montant_élevé
29,C1978250683,3,F,M78078399,es_wellnessandbeauty,321.73,1,3.9171849219680155,montant_élevé
63,C582688427,5,M,M1823072687,es_transportation,95.61,0,3.91672136987389,montant_élevé
133,C1350963410,5,F,M547558035,es_fashion,282.98,1,3.9164092727382407,montant_élevé
59,C1761368684,1,F,M348934600,es_transportation,95.59,0,3.915580330417304,montant_élevé
124,C810569063,2,F,M1823072687,es_transportation,95.56,0,3.913868771232425,montant_élevé
142,C34948851,3,F,M1823072687,es_transportation,95.5,0,3.9104456528626668,montant_élevé
161,C1236503001,2,F,M1823072687,es_transportation,95.49,0,3.9098751331343733,montant_élevé
97,C2027631548,2,F,M480139044,es_health,733.75,1,3.9052340701335484,montant_élevé
6,C886993530,3,M,M348934600,es_transportation,95.37,0,3.903028896394858,montant_élevé
31,C1918953803,2,F,M348934600,es_transportation,95.31,0,3.8996057780250997,montant_élevé
10,C1546820736,2,M,M348934600,es_transportation,95.29,0,3.898464738568514,montant_élevé
176,C1452504275,3,M,M480139044,es_health,732.56,1,3.897464456232413,montant_élevé
88,C545527660,1,F,M1823072687,es_transportation,95.26,0,3.896753179383635,montant_élevé
139,C1797237747,3,M,M1823072687,es_transportation,95.25,0,3.8961826596553415,montant_élevé
35,C423454023,3,M,M348934600,es_transportation,95.24,0,3.895612139927048,montant_élevé
11,C1978250683,3,F,M840466850,es_tech,615.84,1,3.8954173700485293,montant_élevé
172,C1634492186,3,M,M1823072687,es_transportation,95.23,0,3.895041620198756,montant_élevé
38,C454239699,3,F,M348934600,es_transportation,95.23,0,3.895041620198756,montant_élevé
54,C2113737065,2,F,M480139044,es_health,732.18,1,3.8949834030538995,montant_élevé
110,C46027917,5,F,M480139044,es_health,732.15,1,3.8947875304345434,montant_élevé
159,C1580559195,2,M,M1823072687,es_transportation,95.22,0,3.8944711004704624,montant_élevé
145,C784613823,5,F,M1823072687,es_transportation,95.22,0,3.8944711004704624,montant_élevé
62,C1171394321,4,M,M348934600,es_transportation,95.21,0,3.893900580742169,montant_élevé
174,C507179979,2,F,M1823072687,es_transportation,95.18,0,3.8921890215572907,montant_élevé
147,C1732307957,5,F,M1823072687,es_transportation,95.08,0,3.88648382427436,montant_élevé
174,C1274818444,5,F,M348934600,es_transportation,95.06,0,3.8853427848177744,montant_élevé
34,C1146143839,3,F,M348934600,es_transportation,95.06,0,3.8853427848177744,montant_élevé
111,C931370744,2,F,M1823072687,es_transportation,95.06,0,3.8853427848177744,montant_élevé
63,C430171917,2,M,M1823072687,es_transportation,95.05,0,3.884772265089481,montant_élevé
178,C2128589842,3,F,M85975013,es_food,134.15,0,3.8833438896841894,montant_élevé
62,C1846274338,3,M,M480139044,es_health,730.33,1,3.8829045915269256,montant_élevé
155,C1427539236,2,F,M1823072687,es_transportation,95.0,0,3.8819196664480162,montant_élevé
95,C857032107,3,M,M1823072687,es_transportation,94.97,0,3.880208107263137,montant_élevé
135,C869394149,1,F,M1823072687,es_transportation,94.95,0,3.8790670678065515,montant_élevé
114,C440694138,2,F,M1198415165,es_wellnessandbeauty,319.12,1,3.877282098739275,montant_élevé
131,C1702053445,4,F,M1823072687,es_transportation,94.91,0,3.876784988893379,montant_élevé
87,C495473039,4,F,M348934600,es_transportation,94.91,0,3.876784988893379,montant_élevé
110,C599638364,4,F,M855959430,es_hyper,222.51,1,3.8767140574973333,montant_élevé
126,C390271010,3,F,M50039827,es_health,729.29,1,3.876114340722572,montant_élevé
35,C1575599226,4,F,M480139044,es_health,729.12,1,3.8750043958795533,montant_élevé
10,C1464489812,4,M,M480139044,es_health,729.03,1,3.8744167780214838,montant_élevé
83,C492776916,2,M,M1823072687,es_transportation,94.84,0,3.872791350795328,montant_élevé
151,C1324001180,2,M,M1823072687,es_transportation,94.83,0,3.8722208310670347,montant_élevé
32,C1575367607,3,F,M348934600,es_transportation,94.77,0,3.8687977126972766,montant_élevé
138,C1194290880,2,M,M855959430,es_hyper,222.07,1,3.8670518944894363,montant_élevé
73,C1389188684,5,M,M1198415165,es_wellnessandbeauty,318.29,1,3.8645926951837755,montant_élevé
88,C919751066,2,F,M1823072687,es_transportation,94.62,0,3.860239916772882,montant_élevé
47,C2012722039,1,F,M348934600,es_transportation,94.61,0,3.8596693970445886,montant_élevé
124,C192974759,1,F,M1823072687,es_transportation,94.6,0,3.8590988773162955,montant_élevé
58,C630392370,3,F,M1823072687,es_transportation,94.6,0,3.8590988773162955,montant_élevé
149,C78631448,1,F,M348934600,es_transportation,94.58,0,3.8579578378597095,montant_élevé
119,C268823556,3,F,M2011752106,es_hotelservices,1075.56,1,3.8576748582875418,montant_élevé
110,C2118328869,2,F,M2122776122,es_home,908.83,1,3.8572804472468776,montant_élevé
1,C335592096,4,M,M348934600,es_transportation,94.54,0,3.8556757589465382,montant_élevé
64,C1141481813,5,M,M1823072687,es_transportation,94.54,0,3.8556757589465382,montant_élevé
70,C1359092613,4,F,M1823072687,es_transportation,94.51,0,3.853964199761659,montant_élevé
162,C966602067,4,M,M1823072687,es_transportation,94.51,0,3.853964199761659,montant_élevé
93,C1332125345,2,F,M348934600,es_transportation,94.51,0,3.853964199761659,montant_élevé
157,C2055009466,4,M,M1823072687,es_transportation,94.48,0,3.85225264057678,montant_élevé
45,C1058652489,4,M,M1823072687,es_transportation,94.46,0,3.851111601120193,montant_élevé
113,C1334227305,1,F,M840466850,es_tech,610.18,1,3.8508661154419173,montant_élevé
83,C34441666,5,M,M348934600,es_transportation,94.44,0,3.8499705616636075,montant_élevé
74,C1648543319,3,F,M1823072687,es_transportation,94.43,0,3.849400041935315,montant_élevé
155,C484268062,3,F,M1823072687,es_transportation,94.38,0,3.8465474432938493,montant_élevé
96,C181111540,2,F,M1823072687,es_transportation,94.37,0,3.8459769235655568,montant_élevé
121,C10105795,4,M,M1823072687,es_transportation,94.37,0,3.8459769235655568,montant_élevé
37,C1127069069,2,F,M1198415165,es_wellnessandbeauty,317.01,1,3.845023494519872,montant_élevé
153,C1617547021,3,M,M1888755466,es_otherservices,745.65,1,3.8440463736880193,montant_élevé
142,C352261908,6,M,M1823072687,es_transportation,94.33,0,3.843694844652384,montant_élevé
74,C682529129,3,F,M1823072687,es_transportation,94.25,0,3.8391306868260404,montant_élevé
119,C1548142512,4,F,M480139044,es_health,723.43,1,3.837853889074967,montant_élevé
94,C1334227305,1,F,M480139044,es_health,723.24,1,3.8366133624857106,montant_élevé
47,C530444699,5,M,M480139044,es_health,723.24,1,3.8366133624857106,montant_élevé
87,C660475396,5,M,M348934600,es_transportation,94.2,0,3.8362780881845753,montant_élevé
32,C185428348,2,F,M1823072687,es_transportation,94.2,0,3.8362780881845753,montant_élevé
52,C811312110,3,F,M1198415165,es_wellnessandbeauty,316.43,1,3.8361562004690413,montant_élevé
16,C883803148,1,F,M348934600,es_transportation,94.19,0,3.8357075684562822,montant_élevé
168,C1767839998,2,F,M1888755466,es_otherservices,743.76,1,3.832131609423076,montant_élevé
159,C585299069,3,F,M1823072687,es_transportation,94.11,0,3.831143410629938,montant_élevé
41,C1680004438,2,F,M348934600,es_transportation,94.08,0,3.829431851445059,montant_élevé
61,C260927654,4,F,M1823072687,es_transportation,94.07,0,3.828861331716766,montant_élevé
173,C1390331883,2,F,M1823072687,es_transportation,94.07,0,3.828861331716766,montant_élevé
25,C2138823885,4,M,M1198415165,es_wellnessandbeauty,315.95,1,3.828817750220077,montant_élevé
1,C1174735331,3,F,M1649169323,es_sportsandtoys,1041.31,1,3.828003953325115,montant_élevé
45,C1350963410,5,F,M923029380,es_home,903.0,1,3.8270205158660517,montant_élevé
149,C1009080922,3,F,M1823072687,es_transportation,93.99,0,3.8242971738904217,montant_élevé
65,C638917294,2,M,M348934600,es_transportation,93.98,0,3.823726654162129,montant_élevé
135,C267593624,1,F,M1823072687,es_transportation,93.95,0,3.82201509497725,montant_élevé
30,C382331420,4,F,M78078399,es_wellnessandbeauty,315.48,1,3.8216321843513006,montant_élevé
102,C785603838,5,M,M1823072687,es_transportation,93.93,0,3.8208740555206644,montant_élevé
98,C1297100897,4,M,M1823072687,es_transportation,93.91,0,3.819733016064078,montant_élevé
98,C962830776,2,M,M1823072687,es_transportation,93.91,0,3.819733016064078,montant_élevé
75,C1264836741,2,F,M348934600,es_transportation,93.89,0,3.818591976607492,montant_élevé
83,C231476583,1,M,M980657600,es_sportsandtoys,1038.25,1,3.8138157665411816,montant_élevé
35,C2136422351,2,F,M480139044,es_health,719.74,1,3.813761556894138,montant_élevé
72,C1956819896,2,M,M1823072687,es_transportation,93.75,0,3.81060470041139,montant_élevé
80,C506520283,4,F,M348934600,es_transportation,93.74,0,3.8100341806830964,montant_élevé
152,C656901929,4,M,M2122776122,es_home,899.24,1,3.807504676759379,montant_élevé
74,C2004941826,2,F,M1198415165,es_wellnessandbeauty,314.55,1,3.807413936993933,montant_élevé
87,C667215072,3,F,M1823072687,es_transportation,93.69,0,3.8071815820416317,montant_élevé
158,C1911232863,2,F,M1823072687,es_transportation,93.66,0,3.8054700228567526,montant_élevé
145,C1483927110,3,F,M1823072687,es_transportation,93.65,0,3.80489950312846,montant_élevé
50,C1090046399,2,M,M1823072687,es_transportation,93.61,0,3.8026174242152875,montant_élevé
94,C245117318,3,F,M480139044,es_health,718.03,1,3.802596817590826,montant_élevé
147,C2015203999,4,F,M1823072687,es_transportation,93.6,0,3.8020469044869944,montant_élevé
50,C1694165271,2,M,M348934600,es_transportation,93.6,0,3.8020469044869944,montant_élevé
76,C53497422,3,M,M480139044,es_health,717.77,1,3.800899254889738,montant_élevé
103,C1988025089,2,F,M1823072687,es_transportation,93.57,0,3.8003353453021154,montant_élevé
100,C95356,1,M,M1823072687,es_transportation,93.56,0,3.799764825573823,montant_élevé
121,C1464030920,1,F,M348934600,es_transportation,93.55,0,3.7991943058455293,montant_élevé
116,C1440340988,5,F,M480139044,es_health,717.2,1,3.797177675121968,montant_élevé
60,C1827713539,4,M,M1823072687,es_transportation,93.5,0,3.7963417072040646,montant_élevé
108,C1368070837,2,F,M1823072687,es_transportation,93.46,0,3.794059628290892,montant_élevé
68,C879614402,1,M,M348934600,es_transportation,93.46,0,3.794059628290892,montant_élevé
85,C1202857292,3,F,M1823072687,es_transportation,93.45,0,3.7934891085625995,montant_élevé
14,C1711634686,3,F,M348934600,es_transportation,93.42,0,3.7917775493777204,montant_élevé
47,C1947400039,2,M,M1198415165,es_wellnessandbeauty,313.52,1,3.791666845834698,montant_élevé
29,C1992960127,3,F,M855959430,es_hyper,218.63,1,3.791511347336789,montant_élevé
3,C1949984685,2,F,M480139044,es_health,716.17,1,3.790452715190733,montant_élevé
21,C576545848,6,M,M480139044,es_health,715.99,1,3.7892774794745954,montant_élevé
51,C1022153336,5,F,M348934600,es_transportation,93.37,0,3.7889249507362557,montant_élevé
71,C1963617384,2,F,M1823072687,es_transportation,93.35,0,3.787783911279669,montant_élevé
55,C1516006997,2,M,M348934600,es_transportation,93.32,0,3.78607235209479,montant_élevé
10,C1452504275,3,M,M1888755466,es_otherservices,736.28,1,3.784976881009439,montant_élevé
17,C1688605578,3,M,M348934600,es_transportation,93.3,0,3.784931312638204,montant_élevé
67,C2093963973,2,M,M348934600,es_transportation,93.29,0,3.7843607929099115,montant_élevé
24,C1359606474,3,F,M923029380,es_home,894.65,1,3.7836808199775622,montant_élevé
31,C1352750459,6,M,M348934600,es_transportation,93.24,0,3.781508194268446,montant_élevé
146,C1959067413,4,M,M85975013,es_food,131.59,0,3.7809396682162584,montant_élevé
7,C911735174,3,M,M1823072687,es_transportation,93.23,0,3.7809376745401533,montant_élevé
140,C1335108214,3,M,M348934600,es_transportation,93.21,0,3.779796635083567,montant_élevé
150,C404075543,4,M,M1823072687,es_transportation,93.2,0,3.779226115355274,montant_élevé
30,C1572610482,3,F,M1198415165,es_wellnessandbeauty,312.61,1,3.777754367237705,montant_élevé
62,C1163388474,2,F,M480139044,es_health,713.98,1,3.7761540139777208,montant_élevé
133,C385721880,2,M,M1823072687,es_transportation,93.14,0,3.775802996985516,montant_élevé
42,C275926123,2,M,M1198415165,es_wellnessandbeauty,312.39,1,3.774390910873596,montant_élevé
